yyyy-mm-dd,Daily Minimum Near-Surface Air Temperature(K),Daily Maximum Near-Surface Air Temperature(K),Daily Mean Near-Surface Specific Humidity(kgkg-1),vpd(kPa),Precipitation(mm)
2017/12/18,265.854004,270.433533,0.002411,0.06,0.952442
2017/12/19,263.84256,269.181366,0.002113,0.06,0.932045
2017/12/20,263.853394,268.446289,0.002127,0.04,0.788151
2017/12/21,263.622711,268.476196,0.002054,0.05,0
2017/12/22,263.668976,269.821808,0.002101,0.07,0
2017/12/23,260.847046,272.609894,0.001885,0.12,0
2017/12/24,263.918793,270.096405,0.002138,0.07,0.36118
2017/12/25,261.492218,269.051147,0.001846,0.07,0
2017/12/26,259.816528,266.347168,0.001524,0.06,0
2017/12/27,262.770477,273.584564,0.002498,0.07,0
2017/12/28,271.17923,278.64975,0.003389,0.2,0
2017/12/29,272.614868,279.746368,0.003696,0.22,0.907826
2017/12/30,270.577789,279.438446,0.003692,0.17,6.974998
2017/12/31,269.178741,273.308411,0.004765,0,12.004503
2018/1/1,271.338501,277.077301,0.003144,0.19,2.404876
2018/1/2,267.661469,274.254608,0.002487,0.15,0.848484
2018/1/3,265.360382,270.327515,0.001831,0.14,0.822294
2018/1/4,263.670502,266.598633,0.001591,0.09,0
2018/1/5,260.338898,270.671692,0.001561,0.13,0
2018/1/6,262.944031,276.839325,0.002097,0.22,0
2018/1/7,271.813141,278.8992,0.003636,0.18,2.888835
2018/1/8,273.105988,283.402374,0.003819,0.35,0
2018/1/9,272.594208,283.809631,0.0036,0.38,0
2018/1/10,271.342712,281.296326,0.003992,0.2,8.313099
2018/1/11,266.154327,272.67688,0.002315,0.12,1.308724
2018/1/12,261.921356,274.965515,0.001855,0.19,0
2018/1/13,266.659882,276.303772,0.002673,0.16,0.596295
2018/1/14,270.197113,277.421326,0.00309,0.19,0.397721
2018/1/15,273.435272,279.998657,0.003677,0.25,0
2018/1/16,274.827393,278.673065,0.004,0.19,1.909321
2018/1/17,268.885742,277.173462,0.002844,0.19,1.19802
2018/1/18,264.791718,273.669586,0.001995,0.17,0
2018/1/19,266.740295,273.006104,0.002165,0.16,0
2018/1/20,262.679199,267.93692,0.001548,0.11,0
2018/1/21,262.227631,269.189056,0.00136,0.15,0
2018/1/22,261.92807,273.090179,0.001408,0.22,0
2018/1/23,264.176453,276.103088,0.001817,0.25,0
2018/1/24,268.266022,277.055054,0.002213,0.28,0
2018/1/25,268.174835,276.070374,0.002478,0.21,0
2018/1/26,267.131683,278.89624,0.002512,0.27,0
2018/1/27,268.15918,276.606049,0.002563,0.21,1.894008
2018/1/28,266.955444,277.198486,0.002414,0.23,0
2018/1/29,267.267822,283.827209,0.002747,0.42,0
2018/1/30,270.586975,277.87674,0.002826,0.25,0
2018/1/31,262.657318,273.742371,0.00176,0.19,0
2018/2/1,264.147797,278.201691,0.00241,0.22,11.97068
2018/2/2,266.702545,279.605804,0.002967,0.22,5.757065
2018/2/3,260.181854,270.74646,0.001341,0.16,0
2018/2/4,257.055969,264.975952,0.0008,0.13,0
2018/2/5,257.257904,270.725067,0.000909,0.21,0
2018/2/6,259.929138,273.927643,0.001217,0.25,0
2018/2/7,262.878998,272.490967,0.001695,0.17,0
2018/2/8,261.053467,275.509033,0.001851,0.2,0
2018/2/9,267.906158,280.406555,0.002392,0.35,0
2018/2/10,267.623779,279.511475,0.002393,0.32,0
2018/2/11,267.678253,279.855957,0.002432,0.32,0
2018/2/12,269.432281,278.666351,0.003371,0.17,2.533784
2018/2/13,274.247955,278.168121,0.003709,0.2,5.699852
2018/2/14,270.604919,276.937225,0.003038,0.19,0
2018/2/15,274.760132,285.566528,0.003657,0.51,0
2018/2/16,271.354858,282.051666,0.002561,0.45,0
2018/2/17,268.51947,285.180389,0.003605,0.37,5.841288
2018/2/18,267.691223,279.929535,0.002519,0.31,0
2018/2/19,266.038025,277.047089,0.001786,0.31,0
2018/2/20,267.395905,275.691803,0.002461,0.19,2.305166
2018/2/21,268.748718,275.862854,0.002793,0.16,4.574595
2018/2/22,262.793701,273.055267,0.001178,0.26,0
2018/2/23,265.330414,279.923401,0.001605,0.42,0
2018/2/24,270.637024,285.56424,0.003003,0.52,0
2018/2/25,276.295013,285.741669,0.004291,0.46,0
2018/2/26,275.529602,287.778931,0.004227,0.55,3.71164
2018/2/27,271.884735,284.062836,0.004203,0.29,8.550749
2018/2/28,268.642548,280.513184,0.002506,0.35,0
2018/3/1,271.810699,282.997711,0.002942,0.44,1.657561
2018/3/2,272.818787,279.766083,0.004089,0.16,37.280663
2018/3/3,263.740784,272.277985,0.002656,0.03,8.04802
2018/3/4,264.603607,277.610748,0.001669,0.33,0
2018/3/5,264.39563,277.667755,0.001727,0.32,0
2018/3/6,269.547729,280.925598,0.002815,0.33,0
2018/3/7,268.226044,284.440826,0.003159,0.4,0
2018/3/8,271.894409,282.530548,0.00322,0.38,1.869519
2018/3/9,275.943817,283.481354,0.003857,0.41,0.666124
2018/3/10,269.696198,280.046112,0.002939,0.28,0
2018/3/11,270.92041,280.932526,0.003076,0.32,0
2018/3/12,270.653259,279.638153,0.003423,0.21,10.70971
2018/3/13,264.040131,277.472229,0.001896,0.28,0.504911
2018/3/14,261.940216,272.465302,0.001108,0.25,0
2018/3/15,263.252594,276.036346,0.00149,0.29,0
2018/3/16,267.3703,281.558838,0.002372,0.39,0
2018/3/17,274.252045,282.930145,0.004145,0.3,21.475788
2018/3/18,273.754486,284.473419,0.003851,0.4,0.810095
2018/3/19,273.061584,279.84433,0.003312,0.29,0.282686
2018/3/20,269.279205,284.491547,0.003006,0.44,0
2018/3/21,272.284698,290.010498,0.003594,0.7,0
2018/3/22,277.863861,287.991882,0.006016,0.35,5.087297
2018/3/23,275.034576,286.550171,0.004669,0.41,6.5611
2018/3/24,269.278412,276.259369,0.002225,0.27,0
2018/3/25,266.735596,286.510284,0.002465,0.58,0
2018/3/26,273.637451,290.607391,0.003592,0.77,0.312918
2018/3/27,275.092834,297.161346,0.00482,1.11,0
2018/3/28,281.514557,290.42688,0.005215,0.74,2.522888
2018/3/29,272.749176,291.638306,0.003345,0.85,0
2018/3/30,282.541107,303.089355,0.006545,1.71,0
2018/3/31,277.894623,291.138458,0.004975,0.7,0.563802
2018/4/1,265.596161,280.697632,0.002134,0.37,0
2018/4/2,263.0401,275.493683,0.001654,0.25,0
2018/4/3,264.708954,279.585205,0.001731,0.38,0
2018/4/4,268.291656,281.818573,0.002447,0.4,0
2018/4/5,270.478485,286.839294,0.002748,0.62,0
2018/4/6,276.780884,287.273193,0.005719,0.33,13.235923
2018/4/7,277.669708,293.047913,0.005997,0.67,1.970161
2018/4/8,276.604706,290.656799,0.005537,0.55,1.581874
2018/4/9,279.047699,295.475098,0.006629,0.81,0
2018/4/10,280.389648,293.133881,0.006806,0.64,2.03382
2018/4/11,279.822449,287.906433,0.006788,0.3,10.878441
2018/4/12,274.727448,287.372192,0.003911,0.56,0.609065
2018/4/13,272.404358,287.05603,0.004193,0.44,2.349952
2018/4/14,281.131775,289.075195,0.005758,0.56,70.322388
2018/4/15,274.503052,285.27002,0.004745,0.32,7.374542
2018/4/16,271.443176,277.766235,0.003757,0.12,0.469921
2018/4/17,272.731537,283.781433,0.003364,0.42,0
2018/4/18,272.265869,285.938324,0.00458,0.33,1.566434
2018/4/19,278.433197,281.759521,0.006124,0.07,23.032032
2018/4/20,278.064117,285.283539,0.006151,0.2,15.230273
2018/4/21,276.280548,283.708252,0.00557,0.17,2.587951
2018/4/22,277.173798,284.994476,0.005038,0.33,0
2018/4/23,273.33963,287.000183,0.003847,0.51,0
2018/4/24,268.83078,287.561218,0.00426,0.39,0.633304
2018/4/25,275.292725,286.657928,0.00464,0.42,0
2018/4/26,271.293671,287.410645,0.003299,0.58,0
2018/4/27,275.419434,290.024048,0.0043,0.67,0.371913
2018/4/28,271.134674,293.384674,0.004196,0.81,0.312616
2018/4/29,278.508545,287.410309,0.005467,0.43,9.593554
2018/4/30,273.441803,282.789215,0.003279,0.41,0
2018/5/1,273.459229,287.879883,0.003868,0.56,0
2018/5/2,270.95871,287.997467,0.003891,0.51,0
2018/5/3,273.123138,290.239563,0.003841,0.69,0
2018/5/4,273.120026,292.652618,0.003816,0.86,0
2018/5/5,273.436432,294.462646,0.004341,0.92,0
2018/5/6,278.203369,291.330597,0.006831,0.44,1.887379
2018/5/7,280.192261,287.565369,0.00593,0.42,1.568059
2018/5/8,272.719269,289.319946,0.003066,0.75,0
2018/5/9,274.188507,295.871124,0.00402,1.1,0
2018/5/10,278.260956,295.52951,0.005523,0.95,0
2018/5/11,275.614471,287.459351,0.007398,0.05,11.687217
2018/5/12,275.904358,289.115356,0.004454,0.6,1.380845
2018/5/13,269.999329,284.374146,0.00299,0.45,0
2018/5/14,270.826263,290.136841,0.003823,0.64,0.286068
2018/5/15,273.585754,295.289337,0.004331,0.99,0
2018/5/16,277.793488,299.935303,0.006504,1.2,0
2018/5/17,287.392639,299.649994,0.00944,1.12,4.484506
2018/5/18,287.796295,294.880432,0.010761,0.51,5.120495
2018/5/19,282.090027,292.145569,0.006687,0.65,1.000703
2018/5/20,277.460205,290.475586,0.005386,0.58,0
2018/5/21,277.563812,296.921509,0.005692,1.03,0
2018/5/22,281.917328,295.196198,0.008776,0.56,0
2018/5/23,283.765503,298.270538,0.009103,0.86,0.328824
2018/5/24,287.614075,298.372681,0.011434,0.7,3.007739
2018/5/25,286.926361,301.672791,0.011877,0.95,0
2018/5/26,285.965454,299.781799,0.009287,1.08,0
2018/5/27,284.792664,298.213959,0.009638,0.82,7.930635
2018/5/28,283.736603,295.68277,0.008404,0.73,2.880371
2018/5/29,279.811676,291.64624,0.007071,0.48,0
2018/5/30,280.482483,295.809265,0.006641,0.88,0
2018/5/31,280.905701,294.857758,0.00816,0.59,2.026049
2018/6/1,287.00705,306.995758,0.011288,1.73,11.47108
2018/6/2,291.47464,301.954437,0.013414,1.02,2.651692
2018/6/3,284.61438,294.98233,0.008548,0.69,0.627463
2018/6/4,281.221405,295.019897,0.00524,1.05,0
2018/6/5,280.075104,294.790009,0.007076,0.72,0.376628
2018/6/6,279.416504,297.122742,0.008911,0.62,0.937584
2018/6/7,291.423187,297.758698,0.011954,0.79,2.603465
2018/6/8,285.076233,297.363586,0.007898,1.01,0
2018/6/9,285.332184,296.220184,0.009556,0.67,0.398331
2018/6/10,284.595551,299.494049,0.010009,0.88,0.389575
2018/6/11,288.02182,300.690521,0.010224,1.14,1.518567
2018/6/12,281.380615,294.606842,0.007884,0.63,0.87565
2018/6/13,285.388672,294.593262,0.009205,0.6,1.05875
2018/6/14,282.554871,296.062897,0.006743,0.96,0.307187
2018/6/15,279.006134,297.896454,0.007097,0.95,0
2018/6/16,284.835602,300.605774,0.011475,0.79,37.265121
2018/6/17,285.089874,302.723877,0.008859,1.43,0
2018/6/18,285.524231,302.083679,0.009568,1.27,0
2018/6/19,283.850403,300.780365,0.011118,0.82,5.808081
2018/6/20,287.765991,301.947083,0.011283,1.11,1.428439
2018/6/21,286.676605,300.869965,0.011525,0.9,2.304183
2018/6/22,285.077789,301.266602,0.013228,0.61,5.885048
2018/6/23,291.418732,297.375519,0.014029,0.45,9.666434
2018/6/24,290.653748,304.71637,0.013157,1.34,0.615664
2018/6/25,292.595764,303.935547,0.013927,1.26,3.977047
2018/6/26,286.376953,304.616364,0.01037,1.5,0
2018/6/27,287.730682,305.360107,0.01205,1.42,0
2018/6/28,288.931702,303.942657,0.013436,1.1,1.845667
2018/6/29,289.363739,302.98175,0.014237,0.88,11.79297
2018/6/30,291.450806,302.748383,0.014398,0.96,7.943021
2018/7/1,283.52713,299.8172,0.013014,0.42,2.617395
2018/7/2,287.161072,293.34726,0.011277,0.28,0.940605
2018/7/3,286.946869,295.124298,0.010468,0.52,14.366109
2018/7/4,285.441742,301.302795,0.012378,0.76,11.171398
2018/7/5,289.790771,296.461487,0.012538,0.49,5.31151
2018/7/6,287.810883,301.021027,0.011668,0.95,0
2018/7/7,286.234833,303.215576,0.010652,1.28,0
2018/7/8,287.158875,301.140198,0.012192,0.85,2.754497
2018/7/9,287.450836,301.047272,0.012158,0.86,1.964971
2018/7/10,289.315674,296.056641,0.013172,0.33,8.96473
2018/7/11,288.667603,296.810577,0.011925,0.54,3.621791
2018/7/12,284.328949,299.807343,0.009656,0.95,0
2018/7/13,286.170837,303.531158,0.010403,1.35,0
2018/7/14,290.136841,300.516602,0.011488,1.06,9.056013
2018/7/15,287.827332,294.025116,0.009816,0.58,0
2018/7/16,286.698517,296.83667,0.010856,0.6,0
2018/7/17,287.582794,299.835815,0.010998,0.91,0
2018/7/18,286.545349,301.081757,0.010445,1.07,0
2018/7/19,286.92569,299.853241,0.010829,0.9,2.581941
2018/7/20,287.743347,302.188141,0.011576,1.09,0.976271
2018/7/21,288.2005,300.44812,0.012558,0.78,2.552742
2018/7/22,288.565674,301.74704,0.012884,0.89,6.213914
2018/7/23,288.520538,301.644287,0.012851,0.88,2.074421
2018/7/24,288.790466,300.918945,0.012642,0.85,0.406257
2018/7/25,289.19873,303.55481,0.012526,1.2,0
2018/7/26,288.39798,306.238129,0.011376,1.68,0
2018/7/27,287.509735,304.73941,0.011406,1.42,0
2018/7/28,288.535339,305.614899,0.012976,1.37,3.081848
2018/7/29,289.293335,308.668243,0.012173,1.99,0
2018/7/30,286.769623,308.627563,0.011544,1.93,0
2018/7/31,289.08606,307.361328,0.013153,1.62,0
2018/8/1,290.115143,305.930115,0.014037,1.35,2.683843
2018/8/2,290.541443,301.762207,0.013712,0.89,4.29213
2018/8/3,289.26416,299.05191,0.015382,0.28,19.299355
2018/8/4,290.912994,302.719147,0.014459,0.92,3.716253
2018/8/5,289.395233,302.533661,0.013255,0.98,0
2018/8/6,287.837738,298.430115,0.01278,0.52,3.837798
2018/8/7,287.45697,300.911926,0.012335,0.82,0
2018/8/8,288.517883,303.131134,0.012835,1.06,0.802355
2018/8/9,290.404602,302.14325,0.01383,0.91,7.061931
2018/8/10,289.685028,296.976959,0.014491,0.24,18.989956
2018/8/11,290.974213,295.531891,0.01347,0.34,0.542475
2018/8/12,287.96109,297.777191,0.011886,0.6,0.304152
2018/8/13,286.93811,297.388611,0.011003,0.64,4.502927
2018/8/14,286.787354,299.244476,0.011441,0.74,1.140544
2018/8/15,286.143097,301.295441,0.010326,1.1,0
2018/8/16,285.769318,302.540985,0.010141,1.25,0
2018/8/17,286.913849,300.26825,0.011391,0.86,0
2018/8/18,289.56485,298.788696,0.012579,0.68,8.084516
2018/8/19,290.417938,300.00528,0.013841,0.67,1.513122
2018/8/20,287.291321,303.315491,0.012477,1.07,0.325058
2018/8/21,292.934448,306.54245,0.014022,1.62,0
2018/8/22,289.697327,301.069641,0.011472,1.09,0.286012
2018/8/23,280.333069,295.808014,0.00722,0.79,0
2018/8/24,279.870544,299.586273,0.006994,1.16,0
2018/8/25,283.254242,304.279419,0.008506,1.6,0
2018/8/26,285.090851,299.305267,0.01224,0.55,17.869911
2018/8/27,282.546082,294.915802,0.012516,0,69.361221
2018/8/28,278.018616,283.89505,0.008914,0,40.446423
2018/8/29,280.564026,293.331909,0.007447,0.57,0
2018/8/30,280.71701,292.708984,0.008079,0.43,0
2018/8/31,283.678986,302.899506,0.008432,1.45,0
2018/9/1,284.78772,303.347321,0.008191,1.59,0
2018/9/2,283.916779,301.398224,0.009133,1.18,0
2018/9/3,284.595612,299.482758,0.010117,0.86,1.260775
2018/9/4,287.111725,301.982086,0.011555,1.04,0.557283
2018/9/5,285.136536,299.202698,0.009863,0.9,0
2018/9/6,280.312866,298.736053,0.006565,1.15,0
2018/9/7,279.002014,302.11322,0.006784,1.44,0
2018/9/8,282.776093,305.211975,0.007805,1.81,0
2018/9/9,284.872864,304.319214,0.00909,1.59,0
2018/9/10,285.86203,301.880493,0.010287,1.15,0
2018/9/11,286.609497,302.20816,0.010521,1.19,0
2018/9/12,284.058167,304.218109,0.009381,1.49,0
2018/9/13,285.312469,304.954865,0.010254,1.52,0
2018/9/14,286.285278,305.314819,0.011074,1.49,0
2018/9/15,287.391174,302.655762,0.011489,1.14,0
2018/9/16,286.125122,297.825592,0.011471,0.57,11.125685
2018/9/17,280.557251,296.922424,0.007279,0.88,1.671144
2018/9/18,283.10495,293.551483,0.009489,0.37,1.324913
2018/9/19,285.085083,293.197418,0.010351,0.3,5.867016
2018/9/20,279.438324,287.140259,0.004814,0.54,0
2018/9/21,271.870422,289.696075,0.003984,0.61,0
2018/9/22,276.147888,295.311371,0.005324,0.9,0
2018/9/23,281.373016,299.977509,0.008615,1.01,0
2018/9/24,284.428772,300.842865,0.010645,0.92,0
2018/9/25,288.486084,299.915527,0.0118,0.85,9.580527
2018/9/26,285.546509,294.059967,0.010323,0.39,3.203621
2018/9/27,280.925446,296.132721,0.00815,0.7,0
2018/9/28,279.435608,300.565491,0.006783,1.28,0
2018/9/29,280.373505,300.594238,0.007476,1.21,0
2018/9/30,279.739655,301.551208,0.007487,1.29,0
2018/10/1,282.111938,298.725677,0.008931,0.86,0
2018/10/2,285.030579,300.938599,0.009928,1.06,0
2018/10/3,285.489471,298.609772,0.010442,0.77,0
2018/10/4,288.18277,298.415283,0.012187,0.63,1.724354
2018/10/5,282.212952,291.372101,0.008539,0.33,0
2018/10/6,276.338989,287.76651,0.005486,0.38,0
2018/10/7,276.343842,288.582397,0.006127,0.33,0
2018/10/8,280.070374,294.979492,0.007167,0.72,2.178017
2018/10/9,280.600098,293.003784,0.007056,0.6,0
2018/10/10,278.407684,295.199188,0.006228,0.82,0
2018/10/11,281.678284,295.877014,0.007927,0.73,0
2018/10/12,289.509888,302.258514,0.009879,1.46,7.239478
2018/10/13,271.149475,281.832886,0.005111,0.04,23.562349
2018/10/14,272.872711,284.853119,0.004194,0.35,0.376785
2018/10/15,272.899048,289.153076,0.004365,0.54,0
2018/10/16,274.011841,288.103638,0.004421,0.5,1.079982
2018/10/17,276.447998,281.649048,0.006876,0,25.539087
2018/10/18,278.959229,287.052582,0.006714,0.23,9.200019
2018/10/19,273.978516,284.705963,0.004156,0.37,0
2018/10/20,270.8591,284.036438,0.003211,0.42,0
2018/10/21,278.184448,285.897217,0.006681,0.16,0
2018/10/22,280.654449,293.936615,0.00721,0.65,0
2018/10/23,281.655792,295.145691,0.008242,0.63,0.887577
2018/10/24,282.971405,296.474945,0.009031,0.67,25.558645
2018/10/25,279.60379,291.257141,0.007181,0.43,37.218121
2018/10/26,275.033203,283.834167,0.004174,0.36,0
2018/10/27,270.976532,285.925507,0.003286,0.5,0
2018/10/28,274.851135,288.30307,0.003428,0.68,0
2018/10/29,275.668518,283.993073,0.004356,0.35,4.918643
2018/10/30,269.42569,280.231628,0.002759,0.31,0
2018/10/31,269.263092,280.567505,0.002721,0.33,0
2018/11/1,268.889709,283.347198,0.002723,0.43,0
2018/11/2,270.218414,285.830994,0.002694,0.57,0
2018/11/3,271.273621,287.008698,0.002695,0.65,0
2018/11/4,271.804047,287.352264,0.002928,0.64,0
2018/11/5,272.149689,286.84848,0.003781,0.49,5.991557
2018/11/6,274.140961,285.628784,0.004537,0.36,0
2018/11/7,273.261353,285.924652,0.004673,0.33,0
2018/11/8,275.024628,289.6698,0.004929,0.54,0
2018/11/9,275.499451,287.563873,0.005227,0.39,0
2018/11/10,278.831573,293.201965,0.006281,0.67,0
2018/11/11,278.014954,287.674866,0.006267,0.3,0
2018/11/12,274.545837,291.967438,0.005466,0.59,0.61831
2018/11/13,278.297913,292.428558,0.006877,0.51,0
2018/11/14,279.359467,290.551971,0.007009,0.4,0.726835
2018/11/15,272.22464,281.120178,0.005242,0.02,12.488493
2018/11/16,269.205048,276.854034,0.002945,0.18,0
2018/11/17,267.985352,278.982208,0.00263,0.27,0
2018/11/18,268.468506,276.863098,0.002686,0.2,0
2018/11/19,267.962067,275.692261,0.002948,0.12,0.566379
2018/11/20,268.210907,277.002716,0.002728,0.2,0
2018/11/21,268.011444,279.691498,0.002669,0.29,0
2018/11/22,269.946198,283.40448,0.003283,0.36,0
2018/11/23,272.145142,284.29306,0.003449,0.42,0
2018/11/24,271.220398,276.639252,0.003458,0.13,0.56334
2018/11/25,270.603241,275.954132,0.002988,0.17,0.596394
2018/11/26,271.759674,278.447357,0.003279,0.22,0
2018/11/27,270.432587,279.060944,0.003257,0.22,0
2018/11/28,268.598114,279.487,0.004322,0.04,15.234167
2018/11/29,277.927765,288.568146,0.005014,0.54,0
2018/11/30,272.593323,280.130524,0.003349,0.28,0
2018/12/1,270.196198,279.764069,0.003286,0.23,1.082948
2018/12/2,271.004669,281.571472,0.004403,0.14,2.050356
2018/12/3,268.7229,277.512268,0.002997,0.18,0
2018/12/4,270.521362,281.329132,0.003205,0.3,1.055852
2018/12/5,270.500183,280.286407,0.00319,0.27,0
2018/12/6,269.52597,275.522186,0.00298,0.14,0
2018/12/7,266.717438,273.113525,0.00252,0.11,0
2018/12/8,263.839417,275.654266,0.002254,0.17,0
2018/12/9,270.653503,278.854614,0.00399,0.1,4.911392
2018/12/10,274.541107,281.335754,0.004121,0.25,0
2018/12/11,270.559021,276.800903,0.003239,0.15,0
2018/12/12,264.948975,271.636627,0.002171,0.11,0
2018/12/13,263.740753,274.77002,0.001882,0.21,0
2018/12/14,266.166992,273.860443,0.002296,0.15,1.892592
2018/12/15,271.409027,277.335938,0.003694,0.12,1.046554
2018/12/16,271.27597,279.357483,0.005001,0,15.163381
2018/12/17,274.099579,280.685242,0.004217,0.2,5.714084
2018/12/18,268.794647,276.201782,0.002575,0.21,0
2018/12/19,268.389008,280.746613,0.002612,0.34,0.462499
2018/12/20,273.043793,280.805511,0.005305,0.02,13.134842
2018/12/21,270.101532,285.187408,0.007781,0,16.095024
2018/12/22,265.638519,276.148651,0.001856,0.27,1.422438
2018/12/23,265.716797,272.213837,0.001801,0.18,0
2018/12/24,266.451904,278.569946,0.002211,0.3,0
2018/12/25,271.807983,279.53598,0.003842,0.17,6.326274
2018/12/26,270.263855,279.580505,0.004136,0.1,21.599657
2018/12/27,266.293884,272.523651,0.002136,0.15,0.838591
2018/12/28,264.20224,270.434692,0.001881,0.12,0
2018/12/29,261.688385,267.872894,0.001653,0.08,0
2018/12/30,259.94339,268.145508,0.001328,0.12,0
2018/12/31,259.968506,270.51828,0.001339,0.16,0
2019/1/1,263.487579,276.405823,0.00132,0.33,0
2019/1/2,274.29541,280.020996,0.003577,0.28,6.425967
2019/1/3,267.224609,273.682465,0.002313,0.16,0.835207
2019/1/4,267.835999,274.796814,0.002835,0.12,0
2019/1/5,268.732574,279.523895,0.00284,0.27,0
2019/1/6,270.357056,276.26059,0.003131,0.15,0.706627
2019/1/7,266.923157,274.292419,0.002235,0.18,0.495538
2019/1/8,267.109589,274.482208,0.00231,0.18,6.564832
2019/1/9,272.811005,281.303833,0.004204,0.2,2.660383
2019/1/10,270.996552,277.997345,0.003347,0.18,1.127021
2019/1/11,267.752167,280.69281,0.003736,0.15,1.02838
2019/1/12,262.314178,269.45462,0.001178,0.19,0
2019/1/13,262.682831,271.416168,0.001759,0.14,2.295554
2019/1/14,267.115814,274.160217,0.002844,0.09,15.050167
2019/1/15,255.422974,267.826874,0.000964,0.13,0
2019/1/16,254.427399,268.613129,0.00108,0.12,0
2019/1/17,264.200195,272.001587,0.00183,0.16,0
2019/1/18,261.636688,268.021362,0.001811,0.06,0
2019/1/19,253.630157,263.700378,0.000746,0.1,0
2019/1/20,250.63591,267.221252,0.000691,0.14,0
2019/1/21,258.173279,273.097717,0.001512,0.17,0
2019/1/22,261.105988,268.843903,0.001726,0.08,0
2019/1/23,255.135178,269.626892,0.00113,0.14,0
2019/1/24,258.014069,272.641785,0.001514,0.16,0
2019/1/25,266.202637,273.350342,0.002055,0.18,0.656963
2019/1/26,266.20517,271.610382,0.002214,0.12,0.583378
2019/1/27,255.864365,268.788208,0.001475,0.07,0
2019/1/28,270.750366,279.087708,0.002498,0.34,13.045615
2019/1/29,272.400726,276.614319,0.003596,0.13,8.941151
2019/1/30,266.134705,276.032013,0.003763,0,5.724942
2019/1/31,266.205505,272.711731,0.002399,0.11,3.320531
2019/2/1,260.031647,270.908173,0.001555,0.13,0.414105
2019/2/2,259.091675,267.54834,0.001197,0.12,0
2019/2/3,257.297485,271.413391,0.001292,0.16,1.163431
2019/2/4,264.365143,272.908325,0.002372,0.09,4.375941
2019/2/5,269.227722,277.701599,0.00199,0.35,10.616999
2019/2/6,264.073273,277.341278,0.00237,0.2,9.757532
2019/2/7,260.310913,273.488373,0.001567,0.19,0
2019/2/8,261.620178,271.61145,0.0018,0.12,0.308394
2019/2/9,262.886353,270.978058,0.002023,0.09,4.243074
2019/2/10,259.660767,271.31842,0.001463,0.15,0
2019/2/11,259.591736,274.230408,0.001312,0.24,0
2019/2/12,272.160706,274.991791,0.002176,0.3,20.424665
2019/2/13,260.213013,274.171661,0.002119,0.12,3.26496
2019/2/14,257.571442,267.867554,0.001176,0.12,0
2019/2/15,266.194641,274.706177,0.002378,0.16,0.315171
2019/2/16,260.911835,271.715851,0.001605,0.15,0.742906
2019/2/17,264.599335,274.692841,0.002453,0.13,2.05915
2019/2/18,261.636169,275.413727,0.001783,0.21,0
2019/2/19,269.08255,282.312622,0.002793,0.38,0
2019/2/20,269.088745,286.287933,0.003025,0.52,0
2019/2/21,275.230133,286.567535,0.004274,0.47,0
2019/2/22,270.874878,282.718689,0.00389,0.26,0
2019/2/23,267.020355,273.861877,0.002126,0.19,0.469268
2019/2/24,264.841187,275.022583,0.002183,0.18,7.551173
2019/2/25,259.686768,274.135986,0.001743,0.17,0.356123
2019/2/26,262.233795,277.317596,0.002308,0.19,0
2019/2/27,275.149872,285.076324,0.004136,0.42,2.079885
2019/2/28,279.242889,286.527344,0.004898,0.49,4.662692
2019/3/1,281.915802,287.763519,0.005969,0.49,7.467287
2019/3/2,279.157867,287.778046,0.005967,0.39,11.897663
2019/3/3,271.264343,286.259583,0.00291,0.58,0
2019/3/4,272.757782,286.36972,0.002936,0.61,0
2019/3/5,274.323547,275.08606,0.005879,0,8.982298
2019/3/6,275.490173,284.255585,0.004159,0.39,0.830432
2019/3/7,269.659058,287.186462,0.002383,0.67,0
2019/3/8,275.968323,292.384369,0.00417,0.85,0.815638
2019/3/9,288.27594,292.350922,0.00682,0.94,5.933883
2019/3/10,269.435181,285.812317,0.002702,0.55,0
2019/3/11,267.422028,288.176605,0.002439,0.68,0
2019/3/12,272.08371,293.125702,0.003083,0.98,0
2019/3/13,275.751801,290.88913,0.003698,0.82,1.700815
2019/3/14,274.309174,278.776428,0.004822,0.05,16.565554
2019/3/15,269.154816,279.646332,0.002364,0.35,0.40234
2019/3/16,264.284058,273.3508,0.001789,0.19,13.961604
2019/3/17,271.91983,277.480743,0.003294,0.19,3.560288
2019/3/18,273.116821,281.937378,0.003235,0.38,1.626494
2019/3/19,271.934875,279.265045,0.003185,0.26,0.513619
2019/3/20,270.647186,277.879517,0.003215,0.19,4.117597
2019/3/21,268.910431,282.628082,0.002973,0.36,0
2019/3/22,271.458954,289.453888,0.003812,0.62,0.470998
2019/3/23,283.908264,288.030243,0.005466,0.66,3.055753
2019/3/24,274.601257,281.827759,0.003998,0.29,0.847536
2019/3/25,268.906708,281.945465,0.002175,0.46,0
2019/3/26,273.273468,288.018921,0.003409,0.63,2.97473
2019/3/27,265.922028,281.008301,0.005341,0,17.308855
2019/3/28,266.23468,275.639435,0.001965,0.25,0
2019/3/29,266.441956,280.396027,0.001917,0.4,0.461485
2019/3/30,271.799561,284.054413,0.002918,0.48,0.932311
2019/3/31,278.726288,288.060883,0.006118,0.37,9.614024
2019/4/1,278.770844,286.467682,0.006078,0.29,5.298096
2019/4/2,271.667175,282.417999,0.003265,0.36,0
2019/4/3,271.641449,282.781006,0.003174,0.39,0
